受渡日,時刻コード,システムプライス(円/kWh),Hokkaido,Tohoku,Tokyo,Chubu,Hokuriku,Kansai,Chugoku,Shikoku,Kyushu
2024/7/9,27,23.13,11.43,10.42,28.5,22,22,22,22,17.48,18
2024/7/9,28,28.5,11.43,10.42,28.5,24.52,24.52,24.52,24.52,17.48,20
2024/7/9,29,28.5,11.43,11.43,28.5,24.52,24.52,24.52,24.52,17.48,21.81
2024/7/9,30,28.5,14.21,14.21,28.5,24.52,24.52,24.52,24.52,21.68,23.67
2024/7/9,31,28.5,16.74,16.74,28.5,24.52,24.52,24.52,24.52,24.52,24.52
2024/7/9,32,28.5,14,14,28.5,25.96,25.96,25.96,25.96,25.96,25.54
2024/7/9,33,28.5,18,18,28.5,28.5,28.5,28.5,28.5,28.5,28.5
2024/7/9,34,28.5,18,18,30.64,30.64,30.64,30.64,30.64,30.64,30.64
2024/7/9,35,28.5,18,18,29.75,29.75,29.75,29.75,29.75,29.75,29.75
2024/7/9,36,28.5,11.83,11.65,32,32,32,32,32,32,32
2024/7/9,37,28.5,13.28,13.28,32.18,32.18,32.18,32.18,32.18,32.18,32.18
2024/7/9,38,28.5,18,16.27,32,32,32,32,32,32,32
2024/7/9,39,26.21,17.74,17.74,28.5,28.5,28.5,28.5,28.5,28.5,28.5
2024/7/9,40,22,16.74,16.74,28.5,24.58,24.58,24.58,24.58,24.58,24.58
2024/7/9,41,21.53,16.74,16.74,21.53,21.53,21.53,21.53,21.53,21.53,21.53
2024/7/9,42,21.53,16.74,16.74,21.53,20.55,20.55,20.55,20.55,20.55,20.55
2024/7/9,43,18.41,16.74,16.74,28.5,19.71,19.71,19.71,19.71,19.71,19.71
2024/7/9,44,16.74,16.74,16.74,24.43,17.47,17.47,17.47,17.47,17.47,17.47
2024/7/9,45,15.68,16.74,16.74,24.25,14.87,14.87,14.87,14.87,14.87,14.87
2024/7/9,46,13.54,11.78,11.78,18.05,13.69,13.69,13.69,13.69,13.69,13.69
2024/7/9,47,12.98,11.85,11.85,15.72,13.69,12.29,12.29,12.29,12.29,12.29
2024/7/9,48,12.68,14.61,14.61,14.61,13.69,10.11,10.11,10.11,10.11,10.11
2024/7/10,1,14.28,11.69,11.69,17.37,13.05,12.29,12.29,12.29,12.29,12.29
2024/7/10,2,13.33,11.44,11.44,17.37,13.5,13,13,13,13,13
2024/7/10,3,13.04,11.52,11.52,17.37,14.28,12.96,12.96,12.96,12.96,12.96
2024/7/10,4,12.86,11.45,11.45,17.37,13.59,12.29,12.29,12.29,12.29,12.29
2024/7/10,5,12.52,11.55,11.55,14.02,13.62,12.29,12.29,12.29,12.29,12.29
2024/7/10,6,12.48,11.59,11.59,14.02,12.5,12.28,12.28,12.28,12.28,12.28
2024/7/10,7,12.57,11.87,11.87,16.15,12.57,12,12,12,12,12
2024/7/10,8,12.59,11.87,11.87,14.63,12.51,12.06,12.06,12.06,12.06,12.06
2024/7/10,9,12.73,11.87,11.87,14.63,12.49,12.29,12.29,12.29,12.29,12.29
2024/7/10,10,12.73,11.87,11.87,14.02,12.46,12.28,12.28,12.28,12.28,12.28
2024/7/10,11,12.7,12.09,12.09,14,12.57,12.06,12.06,12.06,12.06,12.06
2024/7/10,12,12.5,11.41,12.09,14,12.46,12.06,12.06,12.06,12.06,12.06
2024/7/10,13,12.73,11.42,11.42,17.31,12.41,11.06,11.06,11.06,11.06,11.06
2024/7/10,14,12.77,11.01,11.01,17.37,12.27,11.04,11.04,11.04,11.04,11.04
2024/7/10,15,13,10.91,10.91,17.37,11.28,11.28,11.28,11.28,11.28,11.28
2024/7/10,16,13.1,11.34,11.34,15.4,12.43,12.43,12.43,12.43,12.43,12.43
2024/7/10,17,13.74,11.69,11.69,15,15,15,15,15,15,15
2024/7/10,18,16.93,12,12,18.02,18.02,18.02,18.02,18.02,18.02,18.02
2024/7/10,19,18.54,12.08,12.08,18.7,18.7,18.7,18.7,18.7,18.7,18.7
2024/7/10,20,18.6,11.77,11.77,19.48,19.48,19.48,19.48,19.48,19.48,19.48
2024/7/10,21,18.41,11.69,11.69,19.63,19.63,19.63,19.63,19.63,19.63,19.63
2024/7/10,22,18.6,11.69,11.69,20,20,20,20,20,20,20
2024/7/10,23,18.86,10.53,10.53,23.79,23.79,23.79,23.79,23.79,23.79,23.79
2024/7/10,24,18.76,9.74,10.53,24.15,24.15,24.15,24.15,24.15,21.09,24.15
2024/7/10,25,18.07,6.6,10.24,18.65,18.65,18.65,18.65,18.65,18.6,18.65
2024/7/10,26,18.24,13.06,13.06,18.8,18.8,18.8,18.8,18.8,18.8,18.8
2024/7/10,27,24.52,14.61,14.61,30,24.52,24.52,24.52,24.52,20.9,24.52
2024/7/10,28,26.6,16.74,16.74,30,25,25,25,25,18.6,25
2024/7/10,29,30,11.42,18,30,25,25,25,25,18.6,25
2024/7/10,30,25,11.42,16.74,28.31,28.31,28.31,28.31,28.31,20.58,28.31
2024/7/10,31,30,16.74,16.74,30,30,30,30,30,18.6,30
2024/7/10,32,30,21,21,30,30,30,30,30,28,30
2024/7/10,33,30,26.69,26.69,30,30,30,30,30,30,30
2024/7/10,34,30,30,30,30,30,30,30,30,30,30
2024/7/10,35,30,30,30,30,30,30,30,30,30,30
2024/7/10,36,30,25,25,30,30,30,30,30,30,30
2024/7/10,37,30,28,28,28,28,28,28,28,28,28
2024/7/10,38,27.87,25.45,25.45,25.45,25.45,25.45,25.45,25.45,25.45,25.45
2024/7/10,39,23.03,22,22,23.03,23.03,23.03,23.03,23.03,23.03,23.03
2024/7/10,40,21.34,18.3,18.3,21.34,21.34,21.34,21.34,21.34,21.34,21.34
2024/7/10,41,25,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52
2024/7/10,42,20,19.71,19.71,19.71,19.71,19.71,19.71,19.71,19.71,19.71
2024/7/10,43,18.07,18.07,18.07,18.07,18.07,18.07,18.07,18.07,18.07,18.07
2024/7/10,44,15,15,15,15,15,15,15,15,15,15
2024/7/10,45,15,16.53,16.53,16.53,16.53,16.53,16.53,16.53,16.53,16.53
2024/7/10,46,13.6,13.77,13.77,13.77,13.77,13.77,13.77,13.77,13.77,13.77
2024/7/10,47,13.4,13.31,13.31,13.31,13.31,13.31,13.31,13.31,13.31,13.31
2024/7/10,48,12.73,13.1,13.1,13.1,10.32,10.32,10.32,10.32,10.32,10.32
2024/7/11,1,13.2,13.23,13.23,13.23,13.23,13,13,13,13,13
2024/7/11,2,12.59,11.89,11.89,12.93,12.93,12.29,12.29,12.29,12.29,12.29
2024/7/11,3,12.36,11.99,11.99,12.8,12.52,12.06,12.06,12.06,12.06,12.06
2024/7/11,4,12.38,12.04,12.04,12.73,12.48,12.29,12.29,12.29,12.29,12.29
2024/7/11,5,12.33,12.59,12.59,12.59,12.42,12.01,12.01,12.01,12.01,12.01
2024/7/11,6,12.35,12.5,12.5,12.5,12.42,12,12,12,12,12
2024/7/11,7,12.48,12.73,12.73,12.73,12.34,12.06,12.06,12.06,12.06,12.06
2024/7/11,8,12.5,12.73,12.73,12.73,12.39,12.3,12.3,12.3,12.3,12.3
2024/7/11,9,12.59,12.73,12.73,12.73,12.36,12.3,12.3,12.3,12.3,12.3
2024/7/11,10,12.78,12.78,12.78,12.78,12.78,12.78,12.78,12.78,12.78,12.78
2024/7/11,11,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8
2024/7/11,12,12.73,12.08,12.73,12.73,12.73,12.73,12.73,12.73,12.73,12.73
2024/7/11,13,12.8,12,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8
2024/7/11,14,12.73,11.95,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8
2024/7/11,15,12.99,12.04,12.04,13.2,13.2,13.2,13.2,13.2,13.2,13.2
2024/7/11,16,13.6,12.09,12.09,15,14.28,14.28,14.28,14.28,14.28,14.28
2024/7/11,17,14.28,13.63,13.63,14.87,14.87,14.87,14.87,14.87,14.87,14.87
2024/7/11,18,18.03,15,15,18.41,18.41,18.41,18.41,18.41,18.41,18.41
2024/7/11,19,20.41,15.04,15.04,21.55,21.55,21.55,21.55,21.55,21.55,21.55
2024/7/11,20,20.1,14.45,14.45,21.54,21.54,21.54,21.54,21.54,21.54,21.54
2024/7/11,21,18.46,11.74,13.09,19.71,19.71,19.71,19.71,19.71,19.71,19.71
2024/7/11,22,18.41,11.74,13.36,19.71,19.71,19.71,19.71,19.71,19.71,19.71
2024/7/11,23,18.06,11.74,13.11,18.84,18.84,18.84,18.84,18.84,18.84,18.84
2024/7/11,24,18,11.74,12.21,18.76,18.76,18.76,18.76,18.76,18.76,18.76
2024/7/11,25,13.47,11.42,11.69,18.05,13.75,13.75,13.75,13.75,13.75,13.75
2024/7/11,26,13.51,11.69,11.69,17.68,13.68,13.68,13.68,13.68,13.68,13.68
2024/7/11,27,16.02,13.45,13.45,17.86,16.24,16.24,16.24,16.24,16.24,16.24
2024/7/11,28,17.13,13.87,13.87,18.1,16.26,16.26,16.26,16.26,13,16.26
2024/7/11,29,17.86,13.45,13.45,18.6,17,17,17,17,13,17
2024/7/11,30,18.07,13.46,13.46,21.54,18.46,18.46,18.46,18.46,16.26,18.46
2024/7/11,31,17.68,13.74,13.74,18.23,18.23,18.23,18.23,18.23,16,18.23
2024/7/11,32,18.05,16,16,18.56,18.56,18.56,18.56,18.56,16.26,18.56
2024/7/11,33,18.93,16,16,21.54,21.54,21.54,21.54,21.54,18,21.54
2024/7/11,34,19.71,18.51,18.51,21.01,21.01,21.01,21.01,21.01,21.01,21.01
2024/7/11,35,18.54,18.09,18.09,20,20,20,20,20,20,20
2024/7/11,36,18.46,17.87,17.87,19.71,19.71,19.71,19.71,19.71,19.71,19.71
2024/7/11,37,19.71,18.07,18.07,20,20,20,20,20,20,20
2024/7/11,38,20.01,18.66,18.66,20.37,20.37,20.37,20.37,20.37,20.37,20.37
2024/7/11,39,19.71,18.09,18.09,20,20,20,20,20,20,20
2024/7/11,40,18.07,16.74,16.74,18.41,18.41,18.41,18.41,18.41,18.41,18.41
2024/7/11,41,16.94,16.94,16.94,16.94,16.94,16.94,16.94,16.94,16.94,16.94
2024/7/11,42,15,15,15,15,15,15,15,15,15,15
2024/7/11,43,13,13,13,13,13,13,13,13,13,13
2024/7/11,44,12.72,12.86,12.86,12.86,12.36,12.36,12.36,12.36,12.36,12.36
2024/7/11,45,12.73,12.81,12.81,12.81,12.81,12.3,12.3,12.3,12.3,12.3
2024/7/11,46,12.43,12.5,12.5,12.98,12.98,11,11,11,11,11
2024/7/11,47,11.85,11.85,11.85,12.77,12.77,10.3,10.3,10.3,10.3,10.3
2024/7/11,48,11,12.56,12.56,12.56,10.09,10.09,10.09,10.09,10.09,10.09
2024/7/12,1,11.79,12.38,12.38,12.38,12.38,10.11,10.11,10.11,10.11,10.11
2024/7/12,2,11.38,11.99,11.99,11.99,11.99,10.11,10.11,10.11,10.11,10.11
2024/7/12,3,11.06,11.67,11.67,11.67,11.67,10.09,10.09,10.09,10.09,10.09
2024/7/12,4,10.95,11.38,11.38,11.38,11.38,9.92,9.92,9.92,9.92,9.92
2024/7/12,5,10.69,11.39,11.39,11.39,11.39,9.92,9.92,9.92,9.92,9.92
2024/7/12,6,10.92,11.38,11.38,11.38,11.38,10.11,10.11,10.11,10.11,10.11
2024/7/12,7,11.06,11.41,11.41,11.41,11.41,10.14,10.14,10.14,10.14,10.14
2024/7/12,8,11.01,11.84,11.39,11.39,11.39,10.12,10.12,10.12,10.12,10.12
2024/7/12,9,11.01,11.39,11.39,11.39,11.39,10.12,10.12,10.12,10.12,10.12
2024/7/12,10,11.06,11.39,11.39,11.39,11.39,10.28,10.28,10.28,10.28,10.28
2024/7/12,11,11.24,11.39,11.39,11.39,11.39,10.29,10.29,10.29,10.29,10.29
2024/7/12,12,10.95,11.51,11.51,11.51,11.51,10.12,10.12,10.12,10.12,10.12
2024/7/12,13,10.32,11.38,11.38,11.38,11.38,10,10,10,10,10
2024/7/12,14,10.95,11.49,11.49,11.62,11.62,10.1,10.1,10.1,10.1,10.1
2024/7/12,15,11.38,9.74,9.74,11.99,11.99,10.29,10.29,10.29,10.29,10.29
2024/7/12,16,11.85,9.79,9.79,12.22,12.22,11.76,11.76,11.76,11.76,11.76
2024/7/12,17,11.38,9.21,9.21,12.18,12,12,12,12,12,12
2024/7/12,18,12.45,9.37,9.37,12.93,12.93,12.93,12.93,12.93,12.93,12.93
2024/7/12,19,13.03,6,9.37,15,15,15,15,15,15,15
2024/7/12,20,13.23,9.37,9.37,16.51,16.51,16.51,16.51,16.51,16.51,16.51
2024/7/12,21,13.03,10.03,9.37,13.7,13.7,13.7,13.7,13.7,13.7,13.7
2024/7/12,22,13,9.37,9.37,13.7,13.7,13.7,13.7,13.7,13.7,13.7
2024/7/12,23,13.01,9.37,9.37,15.4,15.4,15.4,15.4,15.4,15.4,15.4
2024/7/12,24,12.93,9.37,9.37,13.46,13.46,13.46,13.46,13.46,13.46,13.46
2024/7/12,25,12.2,9.22,9.22,12.86,12.86,12.86,12.86,12.86,12.86,12.86
2024/7/12,26,12.26,9.18,9.18,12.8,12.8,12.8,12.8,12.8,12.8,12.8
2024/7/12,27,12.78,10.04,10.04,12.94,12.94,12.94,12.94,12.94,12.94,12.94
2024/7/12,28,12.79,9.74,9.74,12.96,12.96,12.96,12.96,12.96,12.96,12.96
2024/7/12,29,12.98,11.48,11.48,13.13,13.13,13.13,13.13,13.13,13.13,13.13
2024/7/12,30,13.81,11.48,11.48,16.01,16.01,16.01,16.01,16.01,16.01,16.01
2024/7/12,31,14.36,11.83,11.83,15,15,15,15,15,15,15
2024/7/12,32,15,11.84,11.84,16.14,16.14,16.14,16.14,16.14,16.14,16.14
2024/7/12,33,15,12.43,12.43,16.93,16.93,16.93,16.93,16.93,16.93,16.93
2024/7/12,34,15.53,12.65,12.65,17.29,17.29,17.29,17.29,17.29,17.29,17.29
2024/7/12,35,14.05,13.17,13.17,15,15,15,15,15,15,15
2024/7/12,36,14,15.56,15.56,15.56,15.56,15.56,15.56,15.56,15.56,15.56
2024/7/12,37,14.8,15.27,15.27,15.27,15.27,15.27,15.27,15.27,15.27,15.27
2024/7/12,38,15.01,16.15,16.15,16.15,16.15,16.15,16.15,16.15,16.15,16.15
2024/7/12,39,14.36,14.36,14.36,14.36,14.36,14.36,14.36,14.36,14.36,14.36
2024/7/12,40,13.47,13.47,13.47,13.47,13.47,13.47,13.47,13.47,13.47,13.47
2024/7/12,41,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05
2024/7/12,42,12.77,12.77,12.77,12.77,12.77,12.77,12.77,12.77,12.77,12.77
2024/7/12,43,12.31,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3
2024/7/12,44,12.21,12.26,12.26,12.26,12.26,11.76,11.76,11.76,11.76,11.76
2024/7/12,45,12.29,12.86,12.86,12.86,12.86,10.32,10.32,10.32,10.32,10.32
2024/7/12,46,11.39,12.6,12.6,12.6,12.6,9.86,9.86,9.86,9.86,9.86
2024/7/12,47,11.01,12.21,12.21,12.21,12.21,9.75,9.75,9.75,9.75,9.75
2024/7/12,48,10.14,12.15,12.15,12.15,12.15,9.67,9.67,9.67,9.67,9.67
2024/7/13,1,11.69,12.34,12.34,12.34,12.34,10.09,10.09,10.09,10.09,10.09
2024/7/13,2,11.38,11.74,11.74,11.74,11.74,9.69,9.69,9.69,9.69,9.5
2024/7/13,3,10.86,11.59,11.59,11.59,11.59,8.79,8.79,8.79,8.79,8.79
2024/7/13,4,10.27,11.42,11.42,11.42,11.42,8.49,8.49,8.49,8.49,8.49
2024/7/13,5,10.19,11.38,11.38,11.38,11.38,8.57,8.57,8.57,8.57,8.57
2024/7/13,6,10.26,11.38,11.38,11.38,11.38,8.83,8.83,8.83,8.83,8.83
2024/7/13,7,10.3,11.41,11.41,11.41,11.41,9.5,9.5,9.5,9.5,9.5
2024/7/13,8,10.5,11.82,11.52,11.52,11.52,9.61,9.61,9.61,9.61,9.61
2024/7/13,9,10.44,11.81,11.54,11.54,11.54,9.6,9.6,9.6,9.6,9.13
2024/7/13,10,10.28,11.38,11.38,11.38,11.38,9.6,9.6,9.6,9.6,9.13
2024/7/13,11,10.14,11.14,11.14,11.14,11.14,9.68,9.68,9.68,9.68,8
2024/7/13,12,9.8,9.93,9.93,9.93,9.93,8.44,8.44,8.44,8.44,8.44
2024/7/13,13,9.76,9.81,9.81,9.83,9.83,9,9,9,9,9
2024/7/13,14,8.8,9.43,9.43,9.68,9.68,5.5,5.5,5.5,5.5,5.5
2024/7/13,15,8.18,5,5,9.59,9.59,6.99,6.99,6.99,6.99,6.99
2024/7/13,16,8.65,2,2,9.68,9.68,7.9,7.9,7.9,7.9,7.9
2024/7/13,17,8.47,2,2,9.83,5.34,5.34,5.34,5.34,5.34,5.34
2024/7/13,18,8.27,2,2,10.09,5,5,5,5,5,5
2024/7/13,19,8.86,0.02,2,11.38,5.69,5.69,5.69,5.69,5.69,5.69
2024/7/13,20,8.88,4,2,11.71,7,7,7,7,7,7
2024/7/13,21,8.72,2,2,11.71,5.34,5.34,5.34,5.34,5.34,5.34
2024/7/13,22,8.5,2,2,11.71,5,5,5,5,5,5
2024/7/13,23,8.5,2,2,12.07,5.34,5.34,5.34,5.34,5.34,5.34
2024/7/13,24,8.5,2,2,11.83,5.34,5.34,5.34,5.34,5.34,5.34
2024/7/13,25,7.92,2,2,11.98,3,3,3,3,3,3
2024/7/13,26,8.11,2,2,12.31,1,1,1,1,1,1
2024/7/13,27,9,10.25,10.25,12.51,1,1,1,1,1,1
2024/7/13,28,9.53,11.74,11.74,12.04,1,1,1,1,1,1
2024/7/13,29,9.74,12.01,12.01,12.35,1,1,1,1,1,1
2024/7/13,30,10.06,10.18,11.6,14.6,1,1,1,1,1,1
2024/7/13,31,10.3,9.97,9.97,16.15,5.34,5.34,5.34,5.34,5.34,5.34
2024/7/13,32,10.87,10.78,10.78,12.4,9.68,9.68,9.68,9.68,8.65,9.68
2024/7/13,33,10.81,11.41,11.41,12.04,9.73,9.73,9.73,9.73,9,9.73
2024/7/13,34,11.47,12.04,12.04,12.04,10.26,10.26,10.26,10.26,9.62,10.26
2024/7/13,35,11.56,11.56,11.56,12.33,10.44,10.44,10.44,10.44,9.71,10.44
2024/7/13,36,12.44,11.76,11.76,12.5,12.5,12.5,12.5,12.5,9.86,12.5
2024/7/13,37,13.21,15,15,15,12.95,12.44,12.44,12.44,12.44,12.44
2024/7/13,38,15.13,15.62,15.62,15.62,13.6,13.6,13.6,13.6,13.6,13.6
2024/7/13,39,15.62,15.62,15.62,15.62,15.62,15.07,15.07,15.07,15.07,15.07
2024/7/13,40,15,15,15,15,15,15,15,15,15,15
2024/7/13,41,12.56,12.56,12.56,12.56,12.56,12.44,12.44,12.44,12.44,12.44
2024/7/13,42,12.18,12.4,12.4,12.4,12.4,11.62,11.62,11.62,11.62,11.62
2024/7/13,43,11.92,12.48,12.48,12.48,12.48,10.98,10.98,10.98,10.98,10.98
2024/7/13,44,12,13.01,13.01,13.01,13.01,10.27,10.27,10.27,10.27,10.27
2024/7/13,45,11.78,13.74,13.74,13.74,13.74,10.12,10.12,10.12,10.12,10.12
2024/7/13,46,11.52,12.69,12.69,12.69,12.69,9.86,9.86,9.86,9.86,9.86
2024/7/13,47,11.34,12.58,12.58,12.58,12.58,9.69,9.69,9.69,9.69,9.69
2024/7/13,48,10.01,11.74,11.74,11.74,11.74,8.27,8.27,8.27,8.27,8.27
2024/7/14,1,11.57,12.53,12.53,12.53,12.53,9.5,9.5,9.5,9.5,9.5
2024/7/14,2,11.28,11.78,11.78,11.78,11.78,8.63,8.63,8.63,8.63,8.63
2024/7/14,3,10.83,11.5,11.5,11.5,11.5,8.55,8.55,8.55,8.55,8.55
2024/7/14,4,10.07,11.61,11.47,11.47,11.47,8.37,8.37,8.37,8.37,8.37
2024/7/14,5,9.91,11.42,11.42,11.42,11.42,8,8,8,8,8
2024/7/14,6,9.88,11.84,11.42,11.42,11.42,8,8,8,8,8
2024/7/14,7,10.05,11.84,11.63,11.63,11.63,8.4,8.4,8.4,8.4,8.4
2024/7/14,8,10.11,11.84,11.62,11.62,11.62,8.4,8.4,8.4,8.4,8.4
2024/7/14,9,10.06,11.84,11.52,11.52,11.52,8.73,8.73,8.73,8.73,8.73
2024/7/14,10,10.04,11.84,11.62,11.62,11.62,8.5,8.5,8.5,8.5,8.5
2024/7/14,11,9.96,11.42,11.42,11.42,11.42,8.78,8.78,8.78,8.78,8.78
2024/7/14,12,9.75,11.33,11.33,11.38,11.38,8.76,8.76,8.76,8.76,8.76
2024/7/14,13,9.5,10.24,10.24,11.38,11.38,8.24,8.24,8.24,8.24,8.24
2024/7/14,14,8.8,9.33,9.33,11.42,11.42,6,6,6,6,6
2024/7/14,15,8.6,9.43,9.43,11.7,11.7,7.64,7.64,7.64,7.64,7.64
2024/7/14,16,8.11,6,6,11.62,11.62,6,6,6,6,6
2024/7/14,17,7.37,8.61,8.61,11.38,11.38,7.48,7.48,7.48,7.48,7.48
2024/7/14,18,7,3,3,11.49,11.49,8.15,8.15,8.15,8.15,8.15
2024/7/14,19,9.5,2,3,11.66,11.66,9.5,9.5,9.5,9.5,9.5
2024/7/14,20,9.7,9.77,9.77,12.08,12.08,9,9,9,9,9
2024/7/14,21,9.79,9.84,9.84,12,12,8.71,8.71,8.71,8.71,8.71
2024/7/14,22,9.85,9.85,9.85,12.8,12.8,8.88,8.88,8.88,8.88,8.88
2024/7/14,23,9.85,9.85,9.85,14.09,14.09,8.88,8.88,8.88,8.88,8.88
2024/7/14,24,9.99,9.85,9.85,13.95,13.95,9.5,9.5,9.5,9.5,9.5
2024/7/14,25,9.94,9.85,9.85,13.09,13.09,9.5,9.5,9.5,9.5,9.5
2024/7/14,26,10.08,9.85,9.85,12.86,12.86,9.53,9.53,9.53,9.53,9.53
2024/7/14,27,9.9,10,10,12.79,12.11,8.73,8.73,8.73,8.73,8.73
2024/7/14,28,10.43,10.37,10.37,14.58,14.58,9.45,9.45,9.45,9.45,9.45
2024/7/14,29,10.43,10.95,10.95,13.91,13.91,9.69,9.69,9.69,9.69,9.69
2024/7/14,30,10.24,4,10.14,13.5,13.5,9.73,9.73,9.73,9.73,9.73
2024/7/14,31,10.87,9.85,9.85,13.49,13.49,9.86,9.86,9.86,9.86,9.86
2024/7/14,32,10.98,10.24,10.24,11.87,11.87,10.22,10.22,10.22,10.22,10.22
2024/7/14,33,10.98,12.19,12.19,12.63,12.63,9.78,9.78,9.78,9.78,9.78
2024/7/14,34,11.47,15.13,15.13,15.13,15.13,10.12,10.12,10.12,9.71,10.12
2024/7/14,35,11.9,12.93,12.93,13.86,13.86,10.25,10.25,10.25,9.71,10.25
2024/7/14,36,12.37,13.17,13.17,14.84,14.84,10.65,10.65,10.65,9.86,10.65
2024/7/14,37,12.94,15,15,15,15,10.44,10.44,10.44,10.44,10.44
2024/7/14,38,13.53,15.13,15.13,15.13,15.13,10.87,10.87,10.87,10.87,10.87
2024/7/14,39,13.87,15.47,15.47,15.47,15.47,10.96,10.96,10.96,10.96,10.96
2024/7/14,40,12.99,13.82,13.82,15.13,15.13,10.33,10.33,10.33,10.33,10.33
2024/7/14,41,12.56,13.68,13.68,13.68,13.68,10.24,10.24,10.24,10.24,10.24
2024/7/14,42,12.28,13.39,13.39,13.39,13.39,9.86,9.86,9.86,9.86,9.86
2024/7/14,43,11.78,11.83,11.83,13.31,13.31,9.69,9.69,9.69,9.69,9.69
2024/7/14,44,11.63,12.77,12.77,13.22,13.22,8.72,8.72,8.72,8.72,8.72
2024/7/14,45,11.47,12.93,12.93,12.93,12.93,8.67,8.67,8.67,8.67,8.67
2024/7/14,46,10.96,12.23,12.23,12.23,12.23,8.83,8.83,8.83,8.83,8.83
2024/7/14,47,10.11,11.89,11.89,11.89,11.89,8.86,8.86,8.86,8.86,8.86
2024/7/14,48,9.61,11.71,11.71,11.71,11.71,8,8,8,8,8
2024/7/15,1,11.52,12.48,12.48,12.48,12.48,9.62,9.62,9.62,9.62,9.62
2024/7/15,2,11.38,12.31,12.31,12.31,12.31,9.21,9.21,9.21,9.21,9.21
2024/7/15,3,10.82,11.84,11.84,11.84,11.84,8.6,8.6,8.6,8.6,8.6
2024/7/15,4,10.5,11.72,11.72,11.72,11.72,8,8,8,8,8
2024/7/15,5,10.06,11.84,11.71,11.71,11.71,7.92,7.92,7.92,7.92,7.92
2024/7/15,6,10.1,11.84,11.71,11.71,11.71,8.21,8.21,8.21,8.21,8.21
2024/7/15,7,10,11.85,11.66,11.66,11.66,8.5,8.5,8.5,8.5,8.5
2024/7/15,8,10,11.85,11.61,11.61,11.61,8.68,8.68,8.68,8.68,8.68
2024/7/15,9,10.1,11.83,11.61,11.61,11.61,9.29,9.29,9.29,9.29,9.29
2024/7/15,10,10.1,11.83,11.66,11.66,11.66,9.5,9.5,9.5,9.5,9.5
2024/7/15,11,10.09,11.57,11.57,11.57,11.57,9.62,9.62,9.62,9.62,9.62
2024/7/15,12,9.74,11.47,11.47,11.47,11.47,9.08,9.08,9.08,9.08,9.08
2024/7/15,13,9.73,11.67,11.67,11.67,11.67,8.42,8.42,8.42,8.42,8.42
2024/7/15,14,9.5,11.44,11.62,11.62,11.62,8.11,8.11,8.11,8.11,8.11
2024/7/15,15,9.71,11.47,11.71,11.71,11.71,8,8,8,8,8
2024/7/15,16,9.8,11.39,11.78,11.78,11.78,8,8,8,8,8
2024/7/15,17,10.11,11.66,11.96,11.96,11.96,8.78,8.78,8.78,8.78,8.78
2024/7/15,18,10.5,11.79,12.51,12.51,12.51,9.11,9.11,9.11,9.11,9.11
2024/7/15,19,10.98,11.33,14.09,14.09,14.09,9.69,9.69,9.69,9.02,9.69
2024/7/15,20,11.29,14.84,14.84,14.84,14.84,9.21,9.21,9.21,8.88,9.21
2024/7/15,21,10.94,13.24,13.24,13.24,13.24,8.65,8.65,8.65,8.65,8.65
2024/7/15,22,10.62,12.98,12.98,12.98,12.98,8.27,8.27,8.27,8.27,8.27
2024/7/15,23,10.94,12.84,12.84,12.84,12.84,8.55,8.55,8.55,8.55,8.55
2024/7/15,24,10.25,11.98,11.98,11.98,11.98,8.88,8.88,8.88,8.88,8.88
2024/7/15,25,10.22,11.59,11.59,11.59,11.59,8.72,8.72,8.72,8.72,8.72
2024/7/15,26,10.11,11.7,11.7,11.7,11.7,8.8,8.8,8.8,8.8,8.8
2024/7/15,27,10.24,12.21,12.21,12.21,12.21,9.5,9.5,9.5,8.5,9.5
2024/7/15,28,11.13,13.25,13.25,13.25,13.25,10.04,10.04,10.04,8.73,10.04
2024/7/15,29,11.33,13,13,13,13,10.1,10.1,10.1,8.81,10.1
2024/7/15,30,11.26,11.33,12.37,12.37,10.12,10.12,10.12,10.12,9.52,10.12
2024/7/15,31,11.33,11.77,11.77,11.77,11.44,10.22,10.22,10.22,9.63,10.22
2024/7/15,32,11.71,12.34,12.34,12.34,12.34,10.87,10.87,10.87,9.81,10.87
2024/7/15,33,12.17,12.86,12.86,12.86,12.86,10.96,10.96,10.96,10.51,10.96
2024/7/15,34,12.77,15.37,15.37,15.37,15.37,11,11,11,11,11
2024/7/15,35,13.02,15.26,15.26,15.26,15.26,10.98,10.98,10.98,10.98,10.98
2024/7/15,36,13.7,16.16,16.16,16.16,16.16,11.31,11.31,11.31,11.31,11.31
2024/7/15,37,14.07,16.16,16.16,16.16,16.16,11.68,11.68,11.68,11.68,11.68
2024/7/15,38,16.01,16.16,16.16,16.16,16.16,12.18,12.18,12.18,12.18,12.18
2024/7/15,39,16.15,16.16,16.16,16.16,16.16,12.18,12.18,12.18,12.18,12.18
2024/7/15,40,13.75,16.03,16.03,16.03,16.03,11,11,11,11,11
